IDEN;No.inventory;Density_gPcm3;WB_perc;LOI_perc;Cactiv_mgPkg;C_perc;N_perc;S_perc
1794;16LEP00022;1.23;;;;2.4426;0.29534;0.0373
1795;16LEP00023;1.08;;;;2.112;0.26498;0.0296
1796;16LEP00024;1.08;;;;2.5645;0.29364;0.0332
1797;16LEP00025;1.21;;;;5.057;0.38295;0.0492
1798;16LEP00026;1;;;;1.3184;0.21236;0.021
1799;16LEP00027;1.24;;;;1.8531;0.21583;0.021
1800;16LEP00028;1.16;;;;1.8578;0.23924;0.0317
1801;16LEP00029;1.16;;;;2.1216;0.27365;0.0295
1802;16LEP00030;1.17;;;;1.5853;0.17757;0.0184
1803;1NT00001;;;2.3;;1.099;;
1804;1NT00002;;;0.6;;0.396;;
1805;1NT00003;;;0.3;;0.3959;;
1806;1NT00004;;;2.2;;1.101;;
1807;1NT00005;;;0.7;;0.4178;;
1808;1NT00006;;;0.3;;0.3455;;
1809;1NT00007;;;2.4;;1.169;;
1810;1NT00008;;;0.6;;0.3565;;
1811;1NT00009;;;0.4;;0.5317;;
1812;1NT00010;;;2;;1.064;;
1813;1NT00011;;;0.5;;0.3561;;
1814;1NT00012;;;0.4;;0.3505;;
1815;1NT00013;;;5.5;;2.127;;
1816;1NT00014;;;2.6;;0.5167;;
1817;1NT00015;;;1.8;;0.4726;;
1818;1NT00016;;;5.9;;2.67;;
1819;1NT00017;;;2.6;;0.5307;;
1820;1NT00018;;;1.9;;0.5818;;
1821;2NT00001;;;4.9;;2.484;;
1822;2NT00002;;;4.3;;1.938;;
1823;2NT00003;;;4;;2.052;;
1824;2NT00004;;;4.7;;2.167;;
1825;2NT00005;;;4.8;;2.261;;
1826;2NT00006;;;5.3;;2.596;;
1827;2NT00007;;;4.2;;2.069;;
1828;2NT00008;;;5.2;;2.661;;
1829;2NT00009;;;4.9;;2.566;;
1830;2NT00010;;;4;;1.819;;
1831;2NT00011;;;5.3;;2.618;;
1832;2NT00012;;;4.8;;2.368;;
1833;2NT00013;;;5;;2.47;;
1834;2NT00014;;;5.4;;2.636;;
1835;2NT00015;;;5.1;;2.395;;
1836;2NT00016;;;3.6;;1.34;;
1837;2NT00017;;;6;;2.647;;
1838;2NT00018;;;6;;2.69;;
1839;2NT00019;;;4.1;;1.678;;
1840;2NT00020;;;5;;2.191;;
1841;2NT00021;;;3.7;;1.445;;
1842;2NT00022;;;2.7;;0.993;;
1843;2NT00023;;;3.9;;1.443;;
1844;2NT00024;;;4.5;;1.803;;
1845;2NT00025;;;4.3;;1.623;;
1846;2NT00026;;;5.3;;2.343;;
1847;2NT00027;;;4.8;;2.014;;
1848;2NT00028;;;5.4;;2.297;;
1849;2NT00029;;;4.8;;1.91;;
1850;2NT00030;;;5.1;;2.122;;
1851;2NT00031;;;5.5;;1.952;;
1852;2NT00032;;;4.6;;1.95;;
1853;2NT00033;;;4.3;;1.795;;
1854;2NT00034;;;4.5;;1.761;;
1855;2NT00035;;;5.2;;2.027;;
1856;2NT00036;;;6.2;;2.797;;
1857;2NT00037;;;6.5;;2.77;;
1858;2NT00038;;;6.8;;2.957;;
1859;2NT00039;;;5.4;;2.127;;
1860;2NT00040;;;5.6;;2.27;;
1861;2NT00041;;;5.5;;2.01;;
1862;2NT00042;;;4;;1.501;;
1863;2NT00043;;;4.4;;1.781;;
1864;2NT00044;;;4.2;;1.751;;
1865;2NT00045;;;4.7;;1.784;;
1866;2NT00046;;;4.5;;1.743;;
1867;2NT00047;;;4.8;;1.858;;
1868;2NT00048;;;5.4;;2.272;;
1869;2NT00049;;;4.4;;1.588;;
1870;2NT00050;;;3.9;;1.632;;
1871;2NT00051;;;4.2;;1.337;;
1872;2NT00052;;;4.8;;1.838;;
1873;2NT00053;;;4.6;;1.869;;
1874;2NT00054;;;5.3;;2.203;;
1875;2NT00055;;;5;;1.881;;
1876;2NT00056;;;4.6;;1.541;;
1877;2NT00057;;;4.9;;1.886;;
1878;2NT00058;;;4.3;;1.537;;
1879;2NT00059;;;3.9;;1.425;;
1880;2NT00060;;;4.1;;1.447;;
1881;2NT00061;;;4.7;;1.748;;
1882;2NT00062;;;4.2;;1.569;;
1883;2NT00063;;;4.1;;1.717;;
1884;2NT00064;;;5.4;;2.222;;
1885;2NT00065;;;5;;2.49;;
1886;2NT00066;;;5;;2.046;;
1887;2NT00067;;;3.7;;2.057;;
1888;2NT00068;;;5.9;;1.501;;
1889;2NT00069;;;4.8;;1.985;;
1890;2NT00070;;;4.3;;1.628;;
1891;2NT00071;;;3;;1.086;;
1892;2NT00072;;;2.3;;0.8344;;
1893;2NT00073;;;3.3;;1.232;;
1894;2NT00074;;;3.9;;1.542;;
1895;2NT00075;;;5.3;;2.224;;
1896;2NT00076;;;3.4;;1.323;;
1897;2NT00077;;;5.6;;2.593;;
1898;2NT00078;;;3.3;;1.503;;
1899;2NT00079;;;4.7;;2.327;;
1900;2NT00080;;;3.2;;1.478;;
1901;2NT00081;;;3.7;;1.8;;
1902;2NT00082;;;5.3;;2.397;;
1903;2NT00083;;;3.1;;1.288;;
1904;2NT00084;;;4.4;;2.332;;
1905;2NT00085;;;3.6;;1.764;;
1906;3NT00001;;;4;;1.947;;
1907;3NT00002;;;1.5;;0.4953;;
1908;3NT00003;;;1.6;;0.6132;;
1909;3NT00004;;;5;;2.53;;
1910;3NT00005;;;1.2;;0.5803;;
1911;3NT00006;;;1.1;;0.8034;;
1912;3NT00007;;;5;;2.38;;
1913;3NT00008;;;2.8;;1.317;;
1914;3NT00009;;;1.5;;0.5965;;
1915;3NT00010;;;3;;1.147;;
1916;3NT00011;;;1.8;;0.4976;;
1917;3NT00012;;;1.4;;0.8019;;
1918;3NT00013;;;1.3;;0.7331;;
1919;3NT00014;;;4.3;;1.488;;
1920;3NT00015;;;4;;1.351;;
1921;3NT00016;;;1.2;;0.2981;;
1922;3NT00017;;;0.6;;0.3186;;
1923;3NT00018;;;5.3;;1.974;;
1924;3NT00019;;;2.3;;0.5473;;
1925;3NT00020;;;1.2;;0.4289;;
1926;3NT00021;;;5;;1.985;;
1927;3NT00022;;;2.3;;0.5441;;
1928;3NT00023;;;1.8;;0.455;;
1929;3NT00024;;;4;;1.532;;
1930;3NT00025;;;1.5;;0.4078;;
1931;3NT00026;;;1.2;;0.3341;;
1932;3NT00027;;;4.1;;1.501;;
1933;3NT00028;;;2.3;;0.4836;;
1934;3NT00029;;;1.2;;0.596;;
1935;3NT00030;;;4.3;;1.423;;
1936;3NT00031;;;2.5;;0.5793;;
1937;3NT00032;;;1.5;;0.3651;;
1938;3NT00033;;;1.1;;0.5511;;
1939;3NT00034;;;6.2;;2.2;;
1940;3NT00035;;;3.3;;0.4413;;
1941;3NT00036;;;1.9;;0.2878;;
1942;3NT00037;;;4.4;;1.407;;
1943;4NT00001;;;1;;1.948;;
1944;4NT00002;;;0.8;;0.4445;;
1945;4NT00003;;;1.2;;1.101;;
1946;4NT00004;;;0.4;;0.3243;;
1947;4NT00005;;;3;;0.2584;;
1948;4NT00006;;;2.1;;1.336;;
1949;4NT00007;;;0.5;;0.8061;;
1950;4NT00008;;;2.2;;0.2641;;
1951;4NT00009;;;1.2;;0.4229;;
1952;4NT00010;;;0.8;;1.047;;
1953;4NT00011;;;2;;0.4211;;
1954;4NT00012;;;1;;0.4211;;
1955;4NT00013;;;0.9;;0.9086;;
1956;4NT00014;;;2.2;;0.3354;;
1957;4NT00015;;;1.1;;0.2636;;
1958;4NT00016;;;0.5;;1.02;;
1959;4NT00017;;;2.8;;0.3041;;
1960;4NT00018;;;0.7;;0.2827;;
1961;4NT00019;;;1.7;;1.097;;
1962;4NT00020;;;2.3;;0.3188;;
1963;4NT00021;;;1;;0.4008;;
1964;4NT00023;;;1.3;;0.3574;;
1965;4NT00025;;;1.7;;0.7302;;
1966;4NT00031;;;2.2;;1.018;;
1967;4NT00033;;;0.8;;0.3672;;
1968;4NT00036;;;1.4;;0.6976;;
1969;4NT00037;;;1.5;;0.5853;;
1970;4NT00038;;;2;;0.6828;;
1971;4NT00041;;;1.4;;0.6363;;
1972;4NT00042;;;0.9;;0.8225;;
1973;5NT00001;;;4.1;;1.889;;
1974;5NT00002;;;4;;1.788;;
1975;5NT00003;;;6.1;;2.61;;
1976;5NT00004;;;3.5;;1.456;;
1977;5NT00005;;;4.7;;2.019;;
1978;5NT00006;;;4.6;;1.966;;
1979;5NT00007;;;5.1;;1.767;;
1980;5NT00008;;;3.1;;1.423;;
1981;5NT00009;;;2.2;;0.8457;;
1982;5NT00010;;;3.3;;1.596;;
1983;5NT00011;;;3;;1.412;;
1984;5NT00012;;;2.8;;1.308;;
1985;5NT00013;;;3;;1.364;;
1986;5NT00014;;;2.9;;1.345;;
1987;5NT00015;;;3.3;;1.486;;
1988;5NT00016;;;3.1;;1.42;;
1989;5NT00017;;;3.3;;1.445;;
1990;5NT00018;;;2.9;;1.289;;
1991;5NT00019;;;2.4;;1.144;;
1992;5NT00020;;;2.7;;1.171;;
1993;5NT00021;;;2.6;;1.169;;
1994;5NT00022;;;2.3;;1.081;;
1995;5NT00023;;;2.1;;0.95;;
1996;5NT00024;;;2.3;;0.9226;;
1997;5NT00025;;;2.2;;0.9484;;
1998;5NT00026;;;2.2;;1.013;;
1999;5NT00027;;;2.2;;1.138;;
2000;5NT00028;;;2.2;;1.038;;
2001;5NT00029;;;2.2;;1.04;;
2002;5NT00030;;;2;;1.063;;
2003;5NT00031;;;2.4;;1.112;;
2004;5NT00032;;;2.3;;1.137;;
2005;5NT00033;;;2.3;;1.173;;
2006;5NT00034;;;2.7;;1.13;;
2007;5NT00035;;;2.4;;1.061;;
2008;5NT00036;;;2.5;;1.111;;
2009;5NT00037;;;2.7;;1.361;;
2010;5NT00038;;;2.8;;1.404;;
2011;5NT00039;;;2.6;;1.294;;
2012;5NT00040;;;2.5;;1.2;;
2013;5NT00041;;;2.8;;1.528;;
2014;5NT00042;;;2.8;;1.235;;
2015;5NT00043;;;3.3;;1.547;;
2016;5NT00044;;;2.7;;1.343;;
2017;5NT00045;;;2.8;;1.395;;
2018;5NT00046;;;2.9;;1.488;;
2019;5NT00047;;;2.8;;1.362;;
2020;5NT00048;;;3.1;;1.519;;
2021;5NT00049;;;3.3;;1.759;;
2022;5NT00050;;;3.4;;1.793;;
2023;5NT00051;;;2.6;;1.273;;
2024;5NT00052;;;;;;;
2025;5NT00053;;;3;;1.513;;
2026;5NT00054;;;2.7;;1.375;;
2027;5NT00055;;;2.8;;1.459;;
2028;5NT00056;;;2.2;;1.151;;
2029;5NT00057;;;2;;1.001;;
2030;5NT00058;;;3;;1.442;;
2031;5NT00059;;;2.3;;1.614;;
2032;5NT00060;;;2.3;;1.143;;
2033;5NT00061;;;2.9;;1.452;;
2034;5NT00062;;;2.4;;1.279;;
2035;5NT00063;;;2.3;;1.135;;
2036;5NT00064;;;2.2;;1.146;;
2037;5NT00065;;;2.7;;1.272;;
2038;5NT00066;;;2.2;;1.146;;
2039;5NT00067;;;2.3;;1.202;;
2040;5NT00068;;;2.3;;1.241;;
2041;5NT00069;;;1.7;;0.8199;;
2042;5NT00070;;;1.7;;0.7442;;
2043;5NT00071;;;1.9;;0.9284;;
2044;5NT00072;;;3;;1.461;;
2045;5NT00073;;;2.6;;1.24;;
2046;5NT00074;;;3.2;;1.554;;
2047;5NT00075;;;2.6;;1.299;;
2048;5NT00076;;;3;;1.491;;
2049;5NT00077;;;2.5;;1.152;;
2050;5NT00078;;;2.8;;;;
2051;5NT00079;;;3.1;;1.368;;
2052;5NT00080;;;7.6;;1.36;;
2053;5NT00081;;;2.3;;0.9563;;
2054;5NT00082;;;2.8;;1.297;;
2055;5NT00083;;;2.9;;1.284;;
2056;5NT00084;;;2.7;;1.222;;
2057;5NT00085;;;2.7;;1.216;;
2058;5NT00086;;;2.4;;1.009;;
2059;5NT00087;;;2.3;;1.061;;
2060;5NT00088;;;2.3;;1.053;;
2061;5NT00089;;;3.4;;0.939;;
2062;5NT00090;;;2;;0.9418;;
2063;5NT00091;;;2.3;;1.034;;
2064;5NT00092;;;1.9;;1.017;;
2065;5NT00093;;;2.1;;0.8879;;
2066;5NT00094;;;2.2;;1.202;;
2067;5NT00095;;;2.2;;1.06;;
2068;5NT00096;;;2.1;;0.9568;;
2069;5NT00097;;;2.1;;1.005;;
2070;5NT00098;;;2.2;;1.005;;
2071;5NT00099;;;2.8;;1.378;;
2072;5NT00100;;;2.6;;1.289;;
2073;5NT00101;;;2.3;;1.066;;
2074;5NT00102;;;2.9;;1.261;;
2075;5NT00103;;;2.5;;1.251;;
2076;5NT00104;;;2.8;;1.216;;
2077;5NT00105;;;3.5;;1.59;;
2078;5NT00106;;;3;;1.39;;
2079;5NT00107;;;3.2;;1.385;;
2080;5NT00108;;;2.7;;1.195;;
2081;5NT00109;;;3.7;;1.601;;
2082;5NT00110;;;4.5;;1.917;;
2083;5NT00111;;;3.8;;1.596;;
2084;5NT00112;;;2.7;;1.324;;
2085;5NT00113;;;3;;1.374;;
2086;5NT00114;;;3.8;;1.751;;
2087;5NT00115;;;4.8;;2.132;;
2088;5NT00116;;;4.2;;1.874;;
2089;5NT00117;;;3.5;;1.724;;
2090;5NT00118;;;1.6;;0.6982;;
2091;5NT00119;;;2.6;;1.29;;
2092;6NT00001;;;3;;0.9646;;
2093;6NT00002;;;3;;1.263;;
2094;6NT00003;;;0.3;;0.4763;;
2095;6NT00004;;;5.8;;0.3291;;
2096;6NT00005;;;2.8;;2.433;;
2097;6NT00006;;;0.7;;2.42;;
2098;6NT00007;;;3.5;;1.034;;
2099;6NT00008;;;1.5;;0.3824;;
2100;6NT00009;;;0.2;;1.371;;
2101;6NT00010;;;3.3;;1.739;;
2102;6NT00011;;;1.4;;0.7185;;
2103;6NT00012;;;0.4;;0.2598;;
2104;6NT00013;;;6.8;;0.7139;;
2105;6NT00014;;;0.3;;0.3071;;
2106;6NT00015;;;0.3;;1.69;;
2107;6NT00016;;;6.4;;1.654;;
2108;6NT00017;;;0.2;;5.605;;
2109;6NT00018;;;0.2;;3.652;;
2110;6NT00019;;;2.4;;0.3316;;
2111;6NT00020;;;1.1;;0.3498;;
2112;6NT00021;;;0.3;;4.455;;
2113;6NT00022;;;2.7;;3.826;;
2114;6NT00023;;;1.1;;0.3302;;
2115;6NT00024;;;0.5;;0.3133;;
2116;6NT00025;;;6.2;;0.9161;;
2117;6NT00026;;;6.4;;1.143;;
2118;6NT00027;;;1.1;;0.7236;;
2119;7NT00001;;;2.4;;0.3081;;
2120;7NT00002;;;5.5;;1.272;;
2121;7NT00003;;;3;;1.383;;
2122;7NT00004;;;3.2;;0.494;;
2123;7NT00005;;;9.6;;0.3702;;
2124;7NT00006;;;8.1;;1.555;;
2125;7NT00007;;;1.6;;2.751;;
2126;7NT00008;;;2.3;;2.546;;
2127;7NT00009;;;2.6;;0.4839;;
2128;7NT00010;;;2.9;;1.582;;
2129;7NT00011;;;5.7;;2.617;;
2130;7NT00012;;;6.3;;2.774;;
2131;7NT00013;;;3.2;;1.492;;
2132;7NT00014;;;4.3;;2.111;;
2133;7NT00015;;;5;;2.838;;
2134;7NT00016;;;2.7;;1.278;;
2135;7NT00017;;;7.8;;4.105;;
2136;8NT00001;;;4.4;;1.96;;
2137;8NT00002;;;4.2;;1.745;;
2138;8NT00003;;;4.3;;2.147;;
2139;8NT00004;;;5;;2.305;;
2140;8NT00005;;;4;;2.033;;
2141;8NT00006;;;3.3;;1.576;;
2142;8NT00007;;;3.6;;1.632;;
2143;8NT00008;;;2.3;;0.936;;
2144;8NT00009;;;3.6;;1.685;;
2145;8NT00010;;;4.2;;1.801;;
2146;8NT00011;;;3.3;;1.48;;
2147;8NT00012;;;2.2;;0.9416;;
2148;8NT00013;;;3.2;;1.435;;
2149;8NT00014;;;3.9;;1.599;;
2150;8NT00015;;;4.4;;1.921;;
2151;8NT00016;;;7;;3.46;;
2152;8NT00017;;;5;;2.144;;
2153;8NT00018;;;4.5;;2.154;;
2154;8NT00019;;;4.8;;2.311;;
2155;8NT00020;;;6.1;;2.722;;
2156;8NT00021;;;6;;2.667;;
2157;8NT00022;;;5.5;;2.295;;
2158;8NT00023;;;4.9;;2.271;;
2159;8NT00024;;;4.5;;1.889;;
2160;8NT00025;;;5;;2.309;;
2161;8NT00026;;;3.4;;1.471;;
2162;8NT00027;;;3.7;;1.488;;
2163;8NT00028;;;2.9;;1.508;;
2164;8NT00029;;;2.6;;1.454;;
2165;8NT00030;;;3;;1.218;;
2166;8NT00031;;;2.8;;1.346;;
2167;8NT00032;;;3.2;;1.427;;
2168;8NT00033;;;4.3;;1.248;;
2169;8NT00034;;;4;;1.889;;
2170;8NT00035;;;2.9;;2.14;;
2171;8NT00036;;;3.8;;1.892;;
2172;8NT00037;;;2.6;;1.871;;
2173;8NT00038;;;4.1;;1.006;;
2174;8NT00039;;;4.5;;2.068;;
2175;8NT00040;;;3.6;;2.266;;
2176;8NT00041;;;3;;1.5;;
2177;8NT00042;;;2.8;;1.416;;
2178;8NT00043;;;3.5;;1.468;;
2179;8NT00044;;;4;;1.617;;
2180;8NT00045;;;2;;2.283;;
2181;8NT00046;;;4.3;;0.9004;;
2182;8NT00047;;;3.9;;1.884;;
2183;8NT00048;;;3.2;;1.853;;
2184;8NT00049;;;2.5;;1.193;;
2185;8NT00050;;;2.8;;1.224;;
2186;8NT00051;;;3.3;;1.399;;
2187;8NT00052;;;4.4;;1.628;;
2188;8NT00053;;;3.8;;1.99;;
2189;8NT00054;;;5.4;;1.808;;
2190;8NT00055;;;4.8;;2.2;;
2191;8NT00056;;;4.1;;1.894;;
2192;8NT00057;;;5.9;;2.754;;
2193;8NT00058;;;4.4;;2.091;;
2194;8NT00059;;;3.7;;1.716;;
2195;8NT00060;;;5.5;;2.319;;
2196;8NT00061;;;4.5;;2.08;;
2197;8NT00062;;;3.9;;1.795;;
2198;8NT00063;;;4.8;;2.274;;
2199;8NT00064;;;3.5;;1.693;;
2200;8NT00065;;;3.4;;1.627;;
2201;8NT00066;;;2.2;;1.278;;
2202;8NT00067;;;4.4;;2.222;;
2203;8NT00068;;;3;;1.51;;
2204;8NT00069;;;2.7;;1.2;;
2205;8NT00070;;;2.8;;1.438;;
2206;8NT00071;;;4.4;;2.173;;
2207;8NT00072;;;3.1;;1.577;;
2208;1JGF00001;;;;;1.88;;
2209;1JGF00002;;;;;2.281;;
2210;1JGF00003;;;;;1.877;;
2211;1JGF00004;;;;;1.31;;
2212;1JGF00005;;;;;2.809;;
2213;1JGF00006;;;;;1.863;;
2214;1JGF00007;;;;;1.999;;
2215;1JGF00008;;;;;2.345;;
2216;1JGF00009;;;;;2.663;;
2217;1JGF00010;;;;;2.251;;
2218;1JGF00011;;;;;2.344;;
2219;1JGF00012;;;;;2.495;;
2220;1JGF00013;;;;;2.493;;
2221;1JGF00014;;;;;2.452;;
2222;1JGF00015;;;;;2.915;;
2223;1JGF00016;;;;;3.146;;
2224;1JGF00017;;;;;3.26;;
2225;1JGF00018;;;;;1.665;;
2226;1JGF00019;;;;;2.917;;
2227;1JGF00020;;;;;2.377;;
2228;1JGF00021;;;;;2.651;;
2229;1JGF00022;;;;;2.179;;
2230;1JGF00023;;;;;1.361;;
2231;1JGF00024;;;;;3.244;;
2232;1JGF00025;;;;;3.754;;
2233;1JGF00026;;;;;4.143;;
2234;1JGF00027;;;;;2.965;;
2235;1JGF00028;;;;;3.487;;
2236;1JGF00029;;;;;2.701;;
2237;1JGF00030;;;;;4.728;;
2238;1JGF00031;;;;;3.627;;
2239;1JGF00032;;;;;3.065;;
2240;1JGF00033;;;;;2.288;;
2241;1JGF00034;;;;;2.55;;
2242;1JGF00035;;;;;3.503;;
2243;1JGF00036;;;;;3.003;;
2244;1JGF00037;;;;;3.087;;
2245;1JGF00038;;;;;2.768;;
2246;1JGF00039;;;;;3.052;;
2247;1JGF00040;;;;;2.467;;
2248;1JGF00041;;;;;2.278;;
2249;1JGF00042;;;;;2.735;;
2250;1JGF00043;;;;;3.781;;
2251;1JGF00044;;;;;3.069;;
2252;1JGF00045;;;;;3.948;;
2253;1JGF00046;;;;;3.894;;
2254;1JGF00047;;;;;3.193;;
2255;1JGF00048;;;;;4.814;;
2256;1JGF00049;;;;;5.571;;
2257;1JGF00050;;;;;6.177;;
2258;1JGF00051;;;;;3.294;;
2259;1JGF00052;;;;;3.524;;
2260;1JGF00053;;;;;7.362;;
2261;1JGF00054;;;;;4.417;;
2262;1JGF00055;;;;;4.453;;
2263;1JGF00056;;;;;11.29;;
2264;1JGF00057;;;;;3.943;;
2265;1JGF00058;;;;;5.356;;
2266;1JGF00059;;;;;7.596;;
2267;1JGF00060;;;;;5.97;;
2268;1JGF00061;;;;;6.331;;
2269;1JGF00062;;;;;2.505;;
2270;1JGF00063;;;;;3.388;;
2271;1JGF00064;;;;;11.31;;
2272;1JGF00065;;;;;7.713;;
2273;1JGF00066;;;;;5.249;;
2274;1JGF00067;;;;;3.746;;
2275;1JGF00068;;;;;1.965;;
2276;1JGF00069;;;;;6.053;;
2277;1JGF00070;;;;;5.444;;
2278;1JGF00071;;;;;12.63;;
2279;1JGF00072;;;;;13.5;;
2280;1JGF00073;;;;;6.436;;
2281;1JGF00074;;;;;3.327;;
2282;1JGF00075;;;;;4.261;;
2283;1JGF00076;;;;;2.083;;
2284;1JGF00077;;;;;6.24;;
2285;1JGF00078;;;;;7.058;;
2286;1JGF00079;;;;;13.43;;
2287;1JGF00080;;;;;13.42;;
2288;1JGF00081;;;;;12.51;;
2289;1JGF00082;;;;;11.05;;
2290;1JGF00083;;;;;4.189;;
2291;1JGF00084;;;;;6.889;;
2292;1JGF00085;;;;;11.52;;
2293;1JGF00086;;;;;15.61;;
2294;1JGF00087;;;;;10.96;;
2295;1JGF00088;;;;;6.64;;
2296;1JGF00089;;;;;2.113;;
2297;1JGF00090;;;;;5.572;;
2298;1JGF00091;;;;;4.52;;
2299;1JGF00092;;;;;11.59;;
2300;1JGF00093;;;;;7.844;;
2301;1JGF00094;;;;;9.269;;
2302;1JGF00095;;;;;9.139;;
2303;1JGF00096;;;;;8.793;;
2304;1JGF00097;;;;;11.31;;
2331;;;;2.332;;5.081;;
2332;;;;;;2.499;;
2333;;;;;;1.618;;
2334;;;;1.396;;1.521;;
2335;;;;1.778;;1.341;;
2336;;;;3.746;;2.447;;
2337;;;;1.874;;1.725;;
2338;;;;2.944;;1.81;;
2339;;;;4.426;;3.282;;
2340;;;;7.307;;4.667;;
2341;;;;1.947;;1.366;;
2342;;;;;;1.701;;
2343;;;;;;1.614;;
2344;;;;;;1.638;;
2345;;;;;;1.274;;
2346;;;;;;1.223;;
2347;;;;;;1.237;;
2348;;;;4.214;;2.514;;
2349;;;;;;2.156;;
2350;;;;2.301;;1.28;;
2351;;;;;;1.868;;
2352;;;;;;1.054;;
2353;;;;;;2.774;;
2354;;;;1.664;;1.285;;
2355;;;;;;;;
2356;;;;;;2.162;;
2357;;;;4.083;;2.654;;
2358;;;;;;;;
2359;;;;3.097;;2.063;;
2360;;;;;;2.426;;
2361;;;;;;3.789;;
2362;;;;;;9.974;;
2363;;;;;;2.645;;
2364;;;;2.058;;1.788;;
2365;;;;;;3.314;;
2367;;;;;;2.454;;
2368;;;;2.331;;0.8279;;
2369;;;;;;2.063;;
2370;;;;3.392;;2.049;;
2371;;;;;;2.637;;
2372;;;;3.957;;2.575;;
2373;;;;2.058;;1.433;;
2374;;;;3.388;;2.132;;
2375;;;;5.565;;3.99;;
2376;;;;;;1.47;;
2377;;;;4.558;;3.016;;
2378;;;;;;3.883;;
2379;;;;;;1.981;;
2380;;;;;;4.111;;
2381;;;;3.052;;2.299;;
2382;;;;;;4.599;;
2383;;;;;;1.585;;
2384;;;;1.507;;1.189;;
2385;;;;;;0.3813;;
2386;;;;1.702;;1.253;;
2387;;;;;;1.09;;
2388;;;;2.151;;1.502;;
2389;;;;1.509;;1.463;;
2390;;;;;;1.119;;
2391;;;;3.294;;2.202;;
2392;;;;;;1.241;;
2393;;;;;;1.315;;
2394;;;;2.38;;1.853;;
2395;;;;1.076;;1.082;;
2396;;;;2.008;;1.289;;
2397;;;;1.417;;1.33;;
2398;;;;;;2.416;;
2399;;;;;;1.99;;
2400;;;;;;2.25;;
2401;14LEP03001;1.19;;;;1.725;;
2402;14LEP03002;1.06;;;;1.62;;
2403;14LEP03003;1.17;;;;1.776;;
2404;14LEP03004;1.15;;;;1.457;;
2405;14LEP03005;1.18;;;;1.761;;
2406;14LEP03006;1.23;;;;1.621;;
2407;14LEP03007;1.13;;;;1.942;;
2408;14LEP03008;1.13;;;;2.033;;
2409;14LEP03009;1.08;;;;2.219;;
2410;14LEP03010;0.98;;;;2.132;;
2411;14LEP03011;1.09;;;;2.158;;
2412;14LEP03012;1.18;;;;2.145;;
2413;14LEP03013;1.16;;;;1.592;;
2414;14LEP03014;1.13;;;;1.54;;
2415;14LEP03015;1.04;;;;2.33;;
2416;14LEP03016;1.14;;;;1.743;;
2417;14LEP03017;1.11;;;;2.382;;
2418;14LEP03018;1.3;;;;2.097;;
2419;14LEP03019;1.03;;;;1.945;;
2420;14LEP03020;1.2;;;;1.774;;
2421;14LEP03021;1.13;;;;2.223;;
2422;14LEP03022;1.21;;;;1.803;;
2423;14LEP03023;1.19;;;;2.848;;
2424;14LEP03024;1.43;;;;2.444;;
2425;14LEP03025;1.18;;;;3.171;;
2426;14LEP03026;1.51;;;;2.425;;
2427;14LEP03027;1.42;;;;2.034;;
2428;14LEP03028;1.48;;;;1.782;;
2429;14LEP03029;1.15;;;;1.182;;
2430;14LEP03030;1.53;;;;4.003;;
2431;14LEP03031;1.01;;;;2.967;;
2432;14LEP03032;1.36;;;;3.319;;
2433;14LEP03033;1.01;;;;2.331;;
2434;14LEP03034;1.4;;;;3.185;;
2435;14LEP03035;0.99;;;;2.582;;
2436;14LEP03036;1.21;;;;3.02;;
2437;14LEP03037;1.05;;;;2.54;;
2438;14LEP03038;1.44;;;;2.996;;
2439;14LEP03039;1.17;;;;2.307;;
2440;14LEP03040;1.53;;;;2.59;;
2441;14LEP03041;1.1;;;;1.844;;
2442;14LEP03042;1.45;;;;2.306;;
2443;14LEP03043;0.93;;;;2.608;;
2444;14LEP03044;1.48;;;;2.045;;
2445;14LEP03045;1.46;;;;1.735;;
2446;14LEP03046;1.41;;;;2.351;;
2447;14LEP03047;1.42;;;;2.255;;
2448;14LEP03048;1.39;;;;1.899;;
2449;14LEP03049;1.23;;;;1.841;;
2450;14LEP03050;1.4;;;;2.37;;
2451;14LEP03051;0.95;;;;1.906;;
2452;14LEP03052;1.07;;;;2.495;;
2453;14LEP03053;0.99;;;;2.331;;
2454;14LEP03054;1.11;;;;2.206;;
2455;14LEP03055;0.99;;;;2.054;;
2456;14LEP03056;1.21;;;;1.46;;
2457;14LEP03057;1.14;;;;1.183;;
2458;14LEP03058;1.3;;;;2.385;;
2459;14LEP03059;1;;;;1.831;;
2460;14LEP03060;1.46;;;;1.917;;
2461;14LEP03061;1.04;;;;1.744;;
2462;14LEP03062;1.28;;;;2.026;;
2463;14LEP03063;1.02;;;;1.793;;
2464;14LEP03064;1.21;;;;1.603;;
2465;14LEP03065;0.97;;;;1.278;;
2466;14LEP03066;1.15;;;;1.559;;
2467;14LEP03067;;;;;1.314;;
2468;14LEP03068;;;;;1.595;;
2469;14LEP03069;;;;;0.789;;
2470;14LEP03070;;;;;1.503;;
2471;14LEP03071;;;;;1.089;;
2472;14LEP03072;;;;;1.978;;
2473;14LEP03073;1.21;;;;1.768;;
2474;14LEP03074;1.35;;;;2.334;;
2475;14LEP03075;1.26;;;;2.09;;
2476;14LEP03076;1.45;;;;2.097;;
2477;14LEP03077;1.26;;;;1.834;;
2478;14LEP03078;1.59;;;;1.467;;
