IDEN;IDEN_2;DepthLow_cm;DepthHigh_cm;OM_WB_perc;OM_LOI_perc;C_active_perc;C_perc;S_perc;N_perc;pHCaCl2;pHWater;pHKCl;pHSMP;P_M3_mgPkg;K_M3_mgPkg;Ca_M3_mgPkg;Mg_M3_mgPkg;Mn_M3_mgPkg;Zn_M3_mgPkg;Cu_M3_mgPkg;Al_M3_mgPkg;Fe_M3_mgPkg;CEC_NH4OAc_meqP100g;CEC_bases_meqP100g;CEC_pHSMP;NO3Wet_mgPkg;NO3_mgPkg;NH4_mgPkg
1661;262631;;;;4.6;;2.125;0.00689;0.1301;;6.22;;6.6;71.5;77.92;1920.17;49.88;16;1.9;2.5;1574;310;;;18.4;;;
1662;262635;;;;4.2;;1.973;0.01984;0.1103;;6.08;;6.5;75.48;74.6;1503.4;61.12;17;1.4;1.2;1528;348;;;17.6;;;
1663;262651;;;;4.3;;1.759;0.00804;0.16;;5.92;;6.4;57.51;217.44;3070.34;486.84;47;2.4;2.4;1242;340;;;29.5;;;
1664;262655;;;;4.4;;1.899;0.01438;0.1411;;6.28;;6.6;227.29;178.12;3391.13;210.7;76;9;2.3;1099;284;;;27.1;;;
1665;262668;;;;3.2;;1.677;0.00555;0.1002;;6.07;;6.6;74.72;35.06;792.62;83.57;10;4.7;1.6;1732;203;;;12.9;;;
1666;262676;;;;5.9;;2.87;0.03319;0.1801;;6.49;;7;145.67;75.85;1930.09;129.55;70;7.4;4.7;1128;220;;;15.4;;;
1667;262686;;;;3.9;;1.666;0.00208;0.1031;;5.41;;6.1;28.46;239.63;2148.3;418.76;19;1.3;2;1204;299;;;27.7;;;
1668;262692;;;;5.2;;2.466;0.01341;0.1685;;6.45;;7;80.39;280.46;4798;354.56;15;3.4;2.5;975;316;;;32.2;;;
1669;262698;;;;2.5;;1.398;-0.00338;0.0735;;6.57;;7;248.6;78.18;1367.05;72.48;10;4.1;2;1147;230;1.76;;12.1;;;
1670;262704;;;;4.1;;2.073;0.01355;0.1618;;6.3;;6.7;105.82;316.11;2982.6;636.74;29;3.9;1.7;1055;474;;;28.5;;;
1671;262720;;;;5.2;;3.047;0.02665;0.2432;;6.15;;6.4;577.64;272.66;3377.33;168.32;75;23;8.1;1122;342;;;28.9;;;
1672;262731;;;;45.3;;;;;;6.33;;6.3;44.57;116.07;5418.7;175.21;102;8;1.3;209;299;;;39.4;;;
1673;262733;;;;8.1;;4.479;0.04199;0.3257;;6.52;;7;55.08;155.26;3306.21;219.13;60;2.4;4;941;273;;;23.3;;;
1674;262734;;;;8.9;;4.928;0.06042;0.3686;;6.59;;7;48.1;135.44;3579.43;223.77;73;3.3;4.7;902;275;;;24.6;;;
1675;262735;;;;42.8;;23.47;0.3089;1.328;;6.12;;6.1;69.8;171.63;6486.62;308.01;53;11.4;5.5;761;257;;;47.9;;;
1676;262743;;;;7.2;;4.123;0.06226;0.3165;;6.45;;7;41.68;80.44;2956.03;168.79;42;2.7;4.9;741;217;;;20.9;;;
1677;262745;;;;6.6;;3.361;0.03998;0.2445;;6.47;;7;45.09;70.62;3031.63;112.98;31;2.3;5.4;817;181;;;20.8;;;
1678;262746;;;;36.1;;;;;;6.28;;6.3;54.74;212.56;5350.85;222.79;29;8.6;1.2;281;264;;;40.1;;;
1679;262752;;;;21.4;;11.21;0.1927;0.5698;;6.68;;7;31.95;76.81;5775.2;559.92;122;8;3.3;291;279;;;38.2;;;
1680;262754;;;;9.3;;3.878;0.01313;0.6382;;5.66;;6.1;33.88;104.01;1075.82;50.08;46;4.4;1.3;1783;142;;;18.8;;;
1681;262756;;;;6.4;;4.159;0.02521;0.1569;;7.08;;7.1;105.55;61.76;2936.42;184.32;29;11.8;3.2;1434;330;;;20.2;;;
1682;262757;;;;8.8;;3.966;0.03554;0.3265;;6.21;;6.2;28.56;68.74;2196.88;50.43;11;1.7;1.6;1764;132;;;23.1;;;
1683;262776;;;;5.7;;2.849;0.02161;0.2726;;5.83;;6.3;140.02;92.6;1828.51;70.56;44;8.4;3.5;1316;313;;;20.9;;;
1684;262777;;;;7.9;;4.115;0.03072;0.4762;;7.14;;7.1;126.91;92.27;5363.03;79.96;45;6.1;3.4;841;299;;;31;;;
1685;262779;;;;7;;3.395;0.03262;0.3243;;6.84;;7;212.62;121.27;3859.33;86.75;43;11.3;8;1136;282;;;24.8;;;
1686;262783;;;;18.6;;11.18;0.1324;0.7191;;6.86;;7;167.6;104.54;6982.19;138.97;72;12.8;4;334;371;;;40.8;;;
1687;262784;;;;6.5;;3.649;0.02842;0.2251;;7.43;;7.4;33.62;159.39;6121.77;122.75;47;7.9;3.8;571;166;;;32.7;;;
1688;262785;;;;6.7;;2.121;0.00613;0.1266;;7.59;;7.6;51.7;134.61;4925.09;143.1;45;9.5;4.9;652;166;;;26.2;;;
1689;262789;;;;3.8;;2.725;0.01592;0.205;;5.51;;6.1;67.66;58.94;327.74;33.44;19;2.5;0.4;1757;187;4.17;;14.7;;;
1690;262792;;;;6.4;;3.612;0.03188;0.3008;;5.36;;6.1;81.77;115.52;1129.71;145.59;37;9.5;1;1312;321;;;19.7;;;
1691;262793;;;;6.1;;10.53;0.05575;0.3549;;6.35;;6.6;138.85;492.36;1881.08;285.73;56;3.5;1.1;1176;403;;;21.2;;;
1692;262795;;;;22.9;;;;;;7.3;;7.3;39.84;364.66;9779.03;375.74;116;7.7;3.9;339;104;;;54.8;;;
1693;262797;;;;27.5;;2.809;0.01859;0.2371;;7.05;;7.1;290.57;281.86;6914.45;515.85;80;43.4;3.9;906;144;;;43.6;;;
1694;262801;;;;5.4;;1.653;0.00344;0.106;;5.64;;6.2;46.78;209.27;3702.63;634.12;48;3.6;1.7;1215;344;;;35.9;;;
1695;262804;;;;3.9;;5.024;0.05749;0.3812;;5.23;;6.1;71.17;180.47;2092.83;323.76;39;1.7;1;1401;382;;;26.7;;;
1696;262822;;;;8;;1.623;0.00322;0.0934;;6.13;;6.6;53.74;64.49;2967.02;134.69;278;11.1;4.3;619;247;;;24;;;
1697;262824;;;;2.7;;1.984;0.00211;0.0939;;5.54;;6.4;42.37;15.63;473.05;18.64;62;1.1;1.1;1841;152;5.67;;12.2;;;
1698;262826;;;;2.4;;3.246;0.05009;0.202;;6.11;;6.8;52.57;20.69;666.39;88.08;19;1.3;0.5;976;193;3.1;;10.1;;;
1699;262829;;;;6;;2.361;0.00977;0.1792;;6.21;;6.7;235.53;160.78;2766.08;201.4;39;10.4;3.7;1102;409;;;23.5;;;
1700;262843;;;;6.8;;;;;;4.82;;5.4;12.14;65.86;334.08;67.81;8;1;0.4;2193;363;;;21.6;;;
1701;262847;;;;4.4;;2.768;0.01698;0.2117;;6.02;;6.6;56.81;74.56;1102.63;164.4;21;2.3;1.2;1373;233;;;15.5;;;
1702;262851;;;;5;;1.275;0.00987;0.0799;;5.42;;6.1;31.11;53.38;1006.3;63.53;21;1.8;0.8;1589;250;;;18.6;;;
1703;262863;;;;2.2;;1.404;0.00522;0.1152;;4.53;;6.1;311.46;66.01;113.02;17.93;10;4.8;2.1;1777;231;;;13.8;;;
1704;262865;;;;3.8;;1.801;0.01471;0.1289;;6.01;;6.6;60.77;202.43;1548.33;119.81;21;2.9;1.6;1503;273;;;17.8;;;
1705;262866;;;;3.7;;1.861;0.0084;0.1694;;5.7;;6.3;38.32;202.26;1005.39;52.83;13;1.8;1;1672;221;;;16.7;;;
1706;262867;;;;4.7;;2.99;0.03071;0.2675;;5.89;;6.4;63.96;233.16;1550.97;119.16;23;2.6;1.4;1548;260;;;18.9;;;
1707;262874;;;;4.5;;2.328;0.01973;0.1912;;6.11;;6.6;67.72;105.22;2656.46;59.42;63;2.4;2.4;889;261;;;22;;;
1708;262876;;;;5.7;;2.627;0.02167;0.2412;;6.56;;7;81.31;125.19;3899.16;126.83;54;4;3;978;270;;;25.4;;;
1709;262877;;;;5.3;;2.131;0.01291;0.1916;;6.61;;7;65.31;180.37;4593.11;224.79;40;3.1;2.4;1009;348;;;29.8;;;
1710;262882;;;;4.5;;3.369;0.01734;0.2269;;4.89;;6.2;105.02;126.19;790.4;67.59;93;1.9;1.4;1080;252;;;16.4;;;
1711;262901;;;;7.4;;3.914;0.03133;0.2893;;5.68;;6.1;22.5;39.02;1124.26;35.68;18;1.9;0.8;1783;177;;;18.3;;;
1712;262907;;;;8.6;;3.866;0.03061;0.3383;;5.2;;5.9;21.2;43.87;902.77;69.49;42;2.6;0.9;1568;276;;;19.2;;;
1713;262911;;;;5.9;;2.632;0.0237;0.2404;;7.01;;7;505.36;316.63;4873.42;149.46;111;49.3;1.6;602;320;;;30.8;;;
1714;262918;;;;5.4;;4.626;0.04831;0.4152;;6.94;;7;246.51;816.87;3032.02;156.47;144;5.1;2;779;282;;;23.1;;;
1715;262919;;;;10.8;;8.138;0.1157;0.7299;;7;;7;145.69;460.05;3392.81;194.01;147;8;2.5;886;334;;;24.3;;;
1716;262950;;;;14.6;;7.997;0.1427;0.7608;;7.64;;7.6;642.4;3939.05;5384.72;1393.17;93;28.4;6.8;508;315;;;48.6;;;
1717;262951;;;;7.5;;3.837;0.04103;0.4084;;7.3;;7.3;81.11;577.8;5049.48;1031.47;48;4.9;5.8;972;317;;;37.1;;;
1718;262955;;;;2.5;;1.127;-0.00189;0.0916;;6.2;;6.9;79.92;140.64;1557.74;237.55;59;1.4;1.2;1198;517;;;15.6;;;
1719;263054;;;;4.7;;2.229;0.0225;0.1975;;6.74;;7;109.89;662.66;2800.44;419.11;53;11;1.2;929;317;;;23.7;;;
1720;263061;;;;4.6;;2.498;0.01782;0.1853;;7.33;;7.3;62.31;253.38;4517.35;493.06;53;8.7;7.4;906;262;;;28.9;;;
1721;263065;;;;3.7;;1.907;0.01733;0.1436;;7.28;;7.3;51.79;245.13;3481.78;494.89;55;3.9;2.9;942;304;;;24.1;;;
1722;263083;;;;24.8;;;;;;6.52;;7;604.37;338.73;5714.89;764.7;15;45.8;8.6;489;174;;;40.3;;;
1723;263084;;;;9.3;;4.833;0.05566;0.4543;;6.26;;6.5;82.15;223.33;2847.03;464.53;92;9.9;3.4;899;283;;;27.5;;;
1724;263085;;;;10.2;;5.263;0.06633;0.4981;;6.47;;7;57.1;187.58;3249.81;502.18;71;12.9;3.7;953;274;18.61;;25.4;;;
1725;263205;;;;8.5;;4.301;0.05034;0.3892;;6.82;;7;35.92;210.41;3874.01;195.73;80;7.9;3.4;855;232;;;26;;;
1726;263206;;;;8.5;;4.635;0.05725;0.4291;;6.59;;7;207.95;267.51;4556.02;247.22;44;34.4;5.8;714;326;;;30;;;
1727;263224;;;;6.9;;3.471;0.0337;0.2913;;6.7;;7;71.02;147.63;2976.78;500.04;97;16.8;12.7;1047;269;;;23.9;;;
1728;263225;;;;7.4;;3.81;0.04363;0.3126;;6.47;;7;57.7;168.52;2796.68;467.96;70;10.3;7.9;959;250;;;22.8;;;
1729;263226;;;;6.8;;3.645;0.03316;0.2889;;6.87;;7;48.96;176.77;2872.78;543.13;80;11.5;12.5;990;287;;;23.8;;;
1730;263227;;;;7.8;;4.067;0.03873;0.3227;;6.26;;6.4;65.63;152.71;2601.15;437.72;56;12.3;7.3;1174;272;;;27.4;;;
1731;263258;;;;4.6;;2.294;0.02745;0.1644;;7.02;;7;127.16;173.86;3340.61;227.07;48;7.7;4.1;897;228;;;23.4;;;
1732;263302;;;;6.2;;4.059;0.0476;0.2378;;7.01;;7;94.59;162.46;4806.24;212.08;54;81.4;3.9;538;308;11.9;;30.6;;;
1733;263304;;;;5.4;;2.669;0.02083;0.1973;;6.99;;7;37.51;75.87;2959.84;241.26;65;3.3;3.3;660;135;;;21.5;;;
1734;263400;;;;6.8;;2.917;0.02021;0.3087;;6.5;;7;92.32;312.65;2923.42;68.02;16;3.1;1.6;1665;161;;;20.5;;;
1735;263401;;;;6;;2.713;0.02531;0.2209;;6.68;;7;90.44;302.29;3125.58;59.11;14;2.4;1.5;1585;164;;;21.4;;;
1736;17AK00001;;;4.02;;;1.869;-0.00258;0.1524;;5.52;;;112.17;488.5;1430.75;76.38;29.61;1.34;0.48;1654;268.38;;;;;;
1737;17AK00002;;;5.32;;;2.451;0.01633;0.1182;;5.71;;;23.09;84.85;562.06;27.19;;;;1593.05;;;;;;;
1738;17AK00003;;;8.33;;;4.206;0.02307;0.2608;;5.7;;;23.74;311.25;1769.89;125.82;6.08;6.04;1.21;2228.93;69.57;19.5;;;;;
1739;17AK00004;;;4.56;;;1.973;0.00427;0.1341;;6.06;;;57.14;314.53;2315.94;156.13;4.83;1.49;0.63;2191.69;129.96;;;;;;
1740;17AK00005;;;;;;3.973;0.03446;0.3085;;;;;;;;;;;;;;;;;;;
1741;17AK00006;;;;;;1.975;0.01122;0.1472;;;;;;;;;;;;;;;;;;;
1742;17AK00007;;;;;;1.594;0.00575;0.1099;;;;;;;;;;;;;;;;;;;
1743;17AK00008;;;;;;1.714;0.00846;0.1196;;;;;;;;;;;;;;;;;;;
1744;17AK00009;;;;;;1.357;0.00244;0.1211;;;;;;;;;;;;;;;;;;;
1745;17AK00010;;;;;;2.583;0.01719;0.1704;;;;;;;;;;;;;;;;;;;
1746;17AK00011;;;;;;2.369;0.01392;0.1722;;;;;;;;;;;;;;;;;;;
1747;17AK00012;;;;;;2.495;0.02502;0.1825;;;;;;;;;;;;;;;;;;;
1748;17AK00013;;;;;;3.8;0.03281;0.2434;;;;;;;;;;;;;;;;;;;
1749;17AK00014;;;;;;1.646;0.00296;0.1461;;;;;;;;;;;;;;;;;;;
1750;17AK00015;;;;;;1.166;0.00678;0.08772;;;;;;;;;;;;;;;;;;;
1751;17AK00016;;;;;;1.738;0.01058;0.1607;;;;;;;;;;;;;;;;;;;
1752;17AK00017;;;1.28;;;1.37;-0.00581;0.06918;;5.91;;;227.06;186.04;941.46;147.54;9.28;2.9;1.15;1466.29;295.14;;;;;;
1753;17AK00018;;;;;;2.135;0.01319;0.2153;;;;;;;;;;;;;;;;;;;
1754;17AK00019;;;;;;2.07;0.00114;0.1678;;;;;;;;;;;;;;;;;;;
1755;17AK00020;;;6.18;;;4.43;0.04533;0.2704;;5.78;;;126.69;211.32;811.34;19.72;;;;1152;;11.86;;;;;
1756;06LEP00213;0;30;;;;1.516;-0.00208;0.1334;;;;;;;;;;;;;;;;;;;
1757;18LEP00001;30;60;;;;1.194;-0.0089;0.08948;;;;;;;;;;;;;;;;;;;
1757.1;18LEP00001;30;60;;;;1.134;-0.00976;0.04944;;;;;;;;;;;;;;;;;;;
1757.2;18LEP00001;30;60;;;;1.088;-0.00774;0.05305;;;;;;;;;;;;;;;;;;;
1758;18LEP00002;30;70;;;;1.393;-0.0053;0.07356;;;;;;;;;;;;;;;;;;;
1759;18LEP00003;30;68;;;;0.665;-0.00957;0.08991;;;;;;;;;;;;;;;;;;;
1760;18LEP00004;30;65;;;;0.675;-0.00664;0.06629;;;;;;;;;;;;;;;;;;;
1761;20LK00001;;;;;;2.138;0.01001;0.222;;;;;;;;;;;;;;17.395;;;;;
1762;14LEP02105;0;20;;;;;;;;;;;;;;;;;;;;;;;;;
1763;14LEP02107;0;20;;;;;;;;;;;;;;;;;;;;;;;;;
1764;14LEP02109;0;20;;;;;;;;;;;;;;;;;;;;;;;;;
1765;14LEP02127;0;20;;;;;;;;;;;;;;;;;;;;;;;;;
1766;14LEP02128;0;20;;;;;;;;;;;;;;;;;;;;;;;;;
1767;19SA00001;;;;;;1.793;0.02976;0.1606;;;;;;;;;;;;;;;;;;;
1768;19SA00002;;;;;;0.904;0.03755;0.08712;;;;;;;;;;;;;;;;;;;
1769;19SA00003;;;;;;1.014;0.03543;0.08325;;;;;;;;;;;;;;;;;;;
1770;19SA00004;;;;;;0.49;0.1913;0.05438;;;;;;;;;;;;;;;;;;;
1771;19SA00005;;;;;;1.931;0.04705;0.1488;;;;;;;;;;;;;;;;;;;
1772;19SA00006;;;;;;;;;;;;;;;;;;;;;;;;;;;
1803;1NT00001;;;;2.3;;1.099;0;0.08455;;;;;;;;;;;;;;;;;;;
1804;1NT00002;22;30;;0.6;;0.396;0;0.01896;;;;;;;;;;;;;;;;;;;
1805;1NT00003;;80;;0.3;;0.396;0;0.01134;;;;;;;;;;;;;;;;;;;
1806;1NT00004;;;;2.2;;1.101;0;0.0735;;;;;;;;;;;;;;;;;;;
1807;1NT00005;;;;0.7;;0.418;0;0.02236;;;;;;;;;;;;;;;;;;;
1808;1NT00006;;;;0.3;;0.346;0;0.02429;;;;;;;;;;;;;;;;;;;
1809;1NT00007;;;;2.4;;1.169;0;0.07993;;;;;;;;;;;;;;;;;;;
1810;1NT00008;;;;0.6;;0.357;0;0.01925;;;;;;;;;;;;;;;;;;;
1811;1NT00009;;;;0.4;;0.532;0;0.01586;;;;;;;;;;;;;;;;;;;
1812;1NT00010;;;;2;;1.064;0;0.07473;;;;;;;;;;;;;;;;;;;
1813;1NT00011;;;;0.5;;0.356;0;0.04447;;;;;;;;;;;;;;;;;;;
1814;1NT00012;;;;0.4;;0.351;0;0.03658;;;;;;;;;;;;;;;;;;;
1815;1NT00013;;;;5.5;;2.127;0;0.148;;;;;;;;;;;;;;;;;;;
1816;1NT00014;;;;2.6;;0.517;0;0.05608;;;;;;;;;;;;;;;;;;;
1817;1NT00015;;;;1.8;;0.473;0;0.04359;;;;;;;;;;;;;;;;;;;
1818;1NT00016;;;;5.9;;2.67;0.00975;0.1765;;;;;;;;;;;;;;;;;;;
1819;1NT00017;;;;2.6;;0.531;0;0.03867;;;;;;;;;;;;;;;;;;;
1820;1NT00018;;;;1.9;;0.582;0;0.03909;;;;;;;;;;;;;;;;;;;
1821;2NT00001;;;;4.9;;2.484;0.00668;0.1735;;;;;;;;;;;;;;;;;;;
1822;2NT00002;;;;4.3;;1.938;0.00582;0.1468;;;;;;;;;;;;;;;;;;;
1823;2NT00003;;;;4;;2.052;0;0.153;;;;;;;;;;;;;;;;;;;
1824;2NT00004;;;;4.7;;2.167;0.0084;0.15;;;;;;;;;;;;;;;;;;;
1825;2NT00005;;;;4.8;;2.261;0.00144;0.1635;;;;;;;;;;;;;;;;;;;
1826;2NT00006;;;;5.3;;2.596;0.0191;0.1727;;;;;;;;;;;;;;;;;;;
1827;2NT00007;;;;4.2;;2.069;0.00399;0.1272;;;;;;;;;;;;;;;;;;;
1828;2NT00008;;;;5.2;;2.661;0.01563;0.168;;;;;;;;;;;;;;;;;;;
1829;2NT00009;;;;4.9;;2.566;0.01141;0.1617;;;;;;;;;;;;;;;;;;;
1830;2NT00010;;;;4;;1.819;0.00335;0.1226;;;;;;;;;;;;;;;;;;;
1831;2NT00011;;;;5.3;;2.618;0.01402;0.1743;;;;;;;;;;;;;;;;;;;
1832;2NT00012;;;;4.8;;2.368;0.00902;0.1468;;;;;;;;;;;;;;19.51;;;;;
1833;2NT00013;;;;5;;2.47;0.0068;0.1641;;;;;;;;;;;;;;;;;;;
1834;2NT00014;;;;5.4;;2.636;0.01385;0.1806;;;;;;;;;;;;;;;;;;;
1835;2NT00015;;;;5.1;;2.395;0;0.1672;;;;;;;;;;;;;;;;;;;
1836;2NT00016;;;;3.6;;1.34;0;0.1117;;;;;;;;;;;;;;;;;;;
1837;2NT00017;;;;6;;2.647;0.01165;0.1916;;;;;;;;;;;;;;;;;;;
1838;2NT00018;;;;6;;2.69;0.00926;0.1902;;;;;;;;;;;;;;;;;;;
1839;2NT00019;;;;4.1;;1.678;0.00844;0.126;;;;;;;;;;;;;;;;;;;
1840;2NT00020;;;;5;;2.191;0.00384;0.1615;;;;;;;;;;;;;;;;;;;
1841;2NT00021;;;;3.7;;1.445;0;0.1054;;;;;;;;;;;;;;;;;;;
1842;2NT00022;;;;2.7;;0.993;0;0.09346;;;;;;;;;;;;;;7.68;;;;;
1843;2NT00023;;;;3.9;;1.443;0;0.1101;;;;;;;;;;;;;;;;;;;
1844;2NT00024;;;;4.5;;1.803;0;0.1342;;;;;;;;;;;;;;;;;;;
1845;2NT00025;;;;4.3;;1.623;0;0.1104;;;;;;;;;;;;;;;;;;;
1846;2NT00026;;;;5.3;;2.343;0;0.164;;;;;;;;;;;;;;;;;;;
1847;2NT00027;;;;4.8;;2.014;0.00338;0.188;;;;;;;;;;;;;;8.21;;;;;
1848;2NT00028;;;;5.4;;2.297;0.00427;0.1985;;;;;;;;;;;;;;;;;;;
1849;2NT00029;;;;4.8;;1.91;0;0.1708;;;;;;;;;;;;;;;;;;;
1850;2NT00030;;;;5.1;;2.122;0.00351;0.1707;;;;;;;;;;;;;;;;;;;
1851;2NT00031;;;;5.5;;1.952;0.01336;0.1823;;;;;;;;;;;;;;;;;;;
1852;2NT00032;;;;4.6;;1.95;0;0.1708;;;;;;;;;;;;;;;;;;;
1853;2NT00033;;;;4.3;;1.795;0.00373;0.1586;;;;;;;;;;;;;;;;;;;
1854;2NT00034;;;;4.5;;1.761;0.00129;0.1623;;;;;;;;;;;;;;;;;;;
1855;2NT00035;;;;5.2;;2.027;0.00678;0.1779;;;;;;;;;;;;;;;;;;;
1856;2NT00036;;;;6.2;;2.797;0.01177;0.2304;;;;;;;;;;;;;;25.8;;;;;
1857;2NT00037;;;;6.5;;2.77;0.01621;0.2216;;;;;;;;;;;;;;;;;;;
1858;2NT00038;;;;6.8;;2.957;0.01341;0.2362;;;;;;;;;;;;;;23.43;;;;;
1859;2NT00039;;;;5.4;;2.127;0;0.1743;;;;;;;;;;;;;;;;;;;
1860;2NT00040;;;;5.6;;2.27;0.00697;0.1946;;;;;;;;;;;;;;;;;;;
1861;2NT00041;;;;5.5;;2.01;0;0.1681;;;;;;;;;;;;;;;;;;;
1861;2NT00041;;;;5.5;;2.01;0;0.1681;;;;;;;;;;;;;;;;;;;
1862;2NT00042;;;;4;;1.501;0.00635;0.1318;;;;;;;;;;;;;;;;;;;
1863;2NT00043;;;;4.4;;1.781;0.00759;0.1705;;;;;;;;;;;;;;;;;;;
1863;2NT00043;;;;4.4;;1.781;0.00759;0.1705;;;;;;;;;;;;;;;;;;;
1864;2NT00044;;;;4.2;;1.751;0.00122;0.1533;;;;;;;;;;;;;;;;;;;
1865;2NT00045;;;;4.7;;1.784;0;0.1396;;;;;;;;;;;;;;;;;;;
1866;2NT00046;;;;4.5;;1.743;0;0.1416;;;;;;;;;;;;;;;;;;;
1867;2NT00047;;;;4.8;;1.858;0.00921;0.1458;;;;;;;;;;;;;;;;;;;
1868;2NT00048;;;;5.4;;2.272;0.00138;0.173;;;;;;;;;;;;;;;;;;;
1869;2NT00049;;;;4.4;;1.588;0.00926;0.1342;;;;;;;;;;;;;;;;;;;
1870;2NT00050;;;;3.9;;1.632;0.02968;0.1274;;;;;;;;;;;;;;;;;;;
1871;2NT00051;;;;4.2;;1.337;0;0.114;;;;;;;;;;;;;;16.36;;;;;
1872;2NT00052;;;;4.8;;1.838;0.00649;0.1644;;;;;;;;;;;;;;15.86;;;;;
1873;2NT00053;;;;4.6;;1.869;0.00627;0.1448;;;;;;;;;;;;;;;;;;;
1874;2NT00054;;;;5.3;;2.203;0.00358;0.1714;;;;;;;;;;;;;;;;;;;
1875;2NT00055;;;;5;;1.881;0.00363;0.1581;;;;;;;;;;;;;;;;;;;
1876;2NT00056;;;;4.6;;1.541;0;0.1232;;;;;;;;;;;;;;;;;;;
1877;2NT00057;;;;4.9;;1.886;0;0.1515;;;;;;;;;;;;;;;;;;;
1878;2NT00058;;;;4.3;;1.537;0.00107;0.1289;;;;;;;;;;;;;;;;;;;
1879;2NT00059;;;;3.9;;1.425;0;0.1573;;;;;;;;;;;;;;;;;;;
1880;2NT00060;;;;4.1;;1.447;0;0.1181;;;;;;;;;;;;;;;;;;;
1881;2NT00061;;;;4.7;;1.748;0;0.14;;;;;;;;;;;;;;;;;;;
1882;2NT00062;;;;4.2;;1.569;0;0.1905;;;;;;;;;;;;;;;;;;;
1883;2NT00063;;;;4.1;;1.717;0;0.1394;;;;;;;;;;;;;;;;;;;
1884;2NT00064;;;;5.4;;2.222;0;0.231;;;;;;;;;;;;;;19.82;;;;;
1885;2NT00065;;;;5;;2.49;0.01347;0.2014;;;;;;;;;;;;;;;;;;;
1886;2NT00066;;;;5;;2.046;0;0.275;;;;;;;;;;;;;;9.3;;;;;
1887;2NT00067;;;;3.7;;2.057;0.01072;0.1883;;;;;;;;;;;;;;;;;;;
1888;2NT00068;;;;5.9;;1.501;0;0.1705;;;;;;;;;;;;;;;;;;;
1889;2NT00069;;;;4.8;;1.985;0.00406;0.3388;;;;;;;;;;;;;;;;;;;
1890;2NT00070;;;;4.3;;1.628;0.00349;0.2169;;;;;;;;;;;;;;;;;;;
1891;2NT00071;;;;3;;1.086;0;0.1151;;;;;;;;;;;;;;;;;;;
1892;2NT00072;;;;2.3;;0.834;0;0.07634;;;;;;;;;;;;;;7.77;;;;;
1893;2NT00073;;;;3.3;;1.232;0;0.1633;;;;;;;;;;;;;;;;;;;
1894;2NT00074;;;;3.9;;1.542;0;0.171;;;;;;;;;;;;;;;;;;;
1895;2NT00075;;;;5.3;;2.224;0.01199;0.2402;;;;;;;;;;;;;;;;;;;
1896;2NT00076;;;;3.4;;1.323;0;0.2352;;;;;;;;;;;;;;;;;;;
1897;2NT00077;;;;5.6;;2.593;0.00667;0.1854;;;;;;;;;;;;;;;;;;;
1898;2NT00078;;;;3.3;;1.503;0.00547;0.1748;;;;;;;;;;;;;;;;;;;
1899;2NT00079;;;;4.7;;2.327;0.0143;0.2664;;;;;;;;;;;;;;;;;;;
1900;2NT00080;;;;3.2;;1.478;0;0.3039;;;;;;;;;;;;;;;;;;;
1901;2NT00081;;;;3.7;;1.8;0.00118;0.1766;;;;;;;;;;;;;;;;;;;
1902;2NT00082;;;;5.3;;2.397;0.00657;0.2085;;;;;;;;;;;;;;;;;;;
1903;2NT00083;;;;3.1;;1.288;0;0.142;;;;;;;;;;;;;;;;;;;
1904;2NT00084;;;;4.4;;2.332;0.00842;0.201;;;;;;;;;;;;;;;;;;;
1905;2NT00085;;;;3.6;;1.764;0;0.1282;;;;;;;;;;;;;;;;;;;
1906;3NT00001;0;30;;4;;1.947;0;0.2264;;;;;;;;;;;;;;;;;;;
1907;3NT00002;30;45;;1.5;;0.495;0;0.0783;;;;;;;;;;;;;;;;;;;
1908;3NT00003;;80;;1.6;;0.613;0;0.06276;;;;;;;;;;;;;;;;;;;
1909;3NT00004;;;;5;;2.53;0.01437;0.1827;;;;;;;;;;;;;;;;;;;
1910;3NT00005;;;;1.2;;0.58;0;0.1209;;;;;;;;;;;;;;;;;;;
1911;3NT00006;;;;1.1;;0.803;0;0.05039;;;;;;;;;;;;;;;;;;;
1912;3NT00007;0;30;;5;;2.38;0.01235;0.2183;;;;;;;;;;;;;;;;;;;
1913;3NT00008;30;55;;2.8;;1.317;0;0.1402;;;;;;;;;;;;;;;;;;;
1914;3NT00009;;;;1.5;;0.597;0;0.04358;;;;;;;;;;;;;;;;;;;
1915;3NT00010;0;37;;3;;1.147;0;0.08195;;;;;;;;;;;;;;14.71;;;;;
1916;3NT00011;31;70;;1.8;;0.498;0;0.105;;;;;;;;;;;;;;;;;;;
1917;3NT00012;70;110;;1.4;;0.802;0;0.08642;;;;;;;;;;;;;;;;;;;
1918;3NT00013;;110;;1.3;;0.733;0.00107;0.08602;;;;;;;;;;;;;;;;;;;
1918;3NT00013;;110;;1.3;;0.733;0.00107;0.08602;;;;;;;;;;;;;;;;;;;
1919;3NT00014;0;28;;4.3;;1.488;0.001;0.1523;;;;;;;;;;;;;;;;;;;
1920;3NT00015;28;56;;4;;1.351;0;0.1322;;;;;;;;;;;;;;;;;;;
1921;3NT00016;80;110;;1.2;;0.298;0;0.05039;;;;;;;;;;;;;;;;;;;
1922;3NT00017;;110;;0.6;;0.319;0.00642;0.03834;;;;;;;;;;;;;;;;;;;
